iter	Logloss
289	0.1606815661
290	0.160099773
291	0.1595485939
292	0.1590890548
293	0.1586127371
294	0.1581312904
295	0.1575655577
296	0.1571500547
297	0.1566790596
298	0.1563020446
299	0.1558089074
300	0.1554347239
301	0.1549597432
302	0.1544578563
303	0.1539117886
304	0.1534029875
305	0.1528929094
306	0.152426019
307	0.151925903
308	0.1514660366
309	0.1509604032
310	0.1504572481
311	0.1500715182
312	0.1495630895
313	0.1491025024
314	0.1486823524
315	0.1482406712
316	0.1477654426
317	0.1473295206
318	0.1468691565
319	0.1464647636
320	0.1459318327
321	0.1454511458
322	0.1449509466
323	0.1444753189
324	0.1439462155
325	0.1435419734
326	0.1430827239
327	0.1427127578
328	0.1422459502
329	0.1418346709
330	0.1413670261
331	0.1409903197
332	0.1405599721
333	0.1401052792
334	0.1397059319
335	0.1392948231
336	0.1389078801
337	0.1384929253
338	0.1380674601
339	0.1377043864
340	0.1372383225
341	0.1367438711
342	0.1363394885
343	0.1359190767
344	0.1354831978
345	0.1351731309
346	0.1347397925
347	0.1343821417
348	0.133955144
349	0.1335211722
350	0.1331145703
351	0.1327044657
352	0.1322587981
353	0.1318761939
354	0.1314231262
355	0.1310437331
356	0.1306415907
357	0.1306047685
358	0.1302898193
359	0.1299611895
360	0.1296757998
361	0.1293193022
362	0.1289596992
363	0.1286464266
364	0.1282627462
365	0.1278817546
366	0.1274933787
367	0.1270927791
368	0.1267323605
369	0.1263053584
370	0.1259476081
371	0.1255766495
372	0.1255406162
373	0.12517171
374	0.12478624
375	0.1244488801
376	0.1240643813
377	0.1237480951
378	0.1234001036
379	0.1230440535
380	0.1226980996
381	0.1224032199
382	0.1221300963
383	0.1218388267
384	0.1214888215
385	0.1211706217
386	0.1208604153
387	0.1205111868
388	0.1201623653
389	0.119877156
390	0.1195372346
391	0.1192043298
392	0.1188552274
393	0.1185351973
394	0.1185112654
395	0.1181603141
396	0.1178221134
397	0.1175388524
398	0.1172437205
399	0.1169978604
400	0.1166805712
401	0.1164033215
402	0.1160343607
403	0.1157324299
404	0.1154321731
405	0.115139093
406	0.1148358947
407	0.1145165091
408	0.1141966771
409	0.1139196241
410	0.1136224389
411	0.1132640375
412	0.1129709984
413	0.1127047034
414	0.1124244863
415	0.1121459543
416	0.1118313475
417	0.111602354
418	0.1113350484
419	0.1109965246
420	0.1107165203
421	0.1104188385
422	0.1101150046
423	0.1099088632
424	0.1096004838
425	0.1093644938
426	0.109114494
427	0.1088255462
428	0.1085253092
429	0.1082352299
430	0.1079526216
431	0.1076699849
432	0.1074089431
433	0.1071309424
434	0.1068975862
435	0.106614004
436	0.1063785015
437	0.1061481764
438	0.1058544167
439	0.1055645548
440	0.1052878751
441	0.1050403118
442	0.1047818475
443	0.1044973175
444	0.104477802
445	0.1042326212
446	0.1039318319
447	0.1036570341
448	0.1034515722
449	0.1032302719
450	0.1029973824
451	0.1027349097
452	0.1025508532
453	0.1022870711
454	0.102075639
455	0.101821611
456	0.1015689855
457	0.1013308743
458	0.101128691
459	0.1008374774
460	0.1005832482
461	0.1003548448
462	0.1001422921
463	0.09989010516
464	0.09963813696
465	0.09943362594
466	0.09922566397
467	0.09898038011
468	0.09874146963
469	0.09849309537
470	0.09822952365
471	0.09802633681
472	0.09782614834
473	0.09757549442
474	0.09732016105
475	0.09707763605
476	0.09687368896
477	0.09665736173
478	0.09642746936
479	0.09624760733
480	0.09602068464
481	0.09582359025
482	0.0955627953
483	0.09539727813
484	0.09517485927
485	0.09496707172
486	0.0947557541
487	0.09458904241
488	0.09445580801
489	0.09426632165
490	0.09402703972
491	0.09379496827
492	0.09358278548
493	0.09333662629
494	0.09312369448
495	0.09290649303
496	0.09269295591
497	0.09249418608
498	0.09224178378
499	0.09202361415
500	0.09179997524
501	0.09163932852
502	0.09144641737
503	0.09124665394
504	0.09104171817
505	0.09081503757
506	0.09063470925
507	0.09043383162
508	0.09020707284
509	0.08998893065
510	0.08983162918
511	0.08963763207
512	0.08942829231
513	0.08921726731
514	0.08898651404
515	0.08878436931
516	0.08863189795
517	0.08839286271
518	0.08817899117
519	0.08799236832
520	0.08778995262
521	0.08762825181
522	0.08744302191
523	0.08726290697
524	0.0870573424
525	0.08688853548
526	0.0867059285
527	0.08652760851
528	0.08633001607
529	0.08615882677
530	0.08595631216
531	0.08573578921
532	0.08555038254
533	0.08534045513
534	0.08513610704
535	0.08494520687
536	0.08474417908
537	0.08456500595
538	0.08440709145
539	0.08423990126
540	0.08405044144
541	0.08383416239
542	0.08366143125
543	0.08346910067
544	0.08328606553
545	0.08315949307
546	0.08295791442
547	0.08292501868
548	0.08274058807
549	0.08254617508
550	0.08240314061
551	0.08224223969
552	0.08208012002
553	0.08193291729
554	0.08175346118
555	0.08156350866
556	0.08139602704
557	0.08120009442
558	0.08117267105
559	0.08103520111
560	0.08086690456
561	0.0806965727
562	0.0805501431
563	0.08035767571
564	0.08024685533
565	0.0800613048
566	0.07988694533
567	0.07973176078
568	0.07955130624
569	0.07938430117
570	0.07921382781
571	0.07906023734
572	0.0790505255
573	0.07890141019
574	0.07871679776
575	0.07852486019
576	0.07836629541
577	0.07816958882
578	0.077985581
579	0.07783308921
580	0.07765600525
581	0.07748586859
582	0.0773115254
583	0.07715759605
584	0.07701646159
585	0.07688732694
586	0.07672367589
587	0.07655968355
588	0.07641605861
589	0.07626829157
590	0.07611005248
591	0.07591892119
592	0.07574465575
593	0.0756004273
594	0.07543552482
595	0.07526833601
596	0.07514323007
597	0.07498799715
598	0.07485498499
599	0.07473294994
600	0.07457346943
601	0.07444092178
602	0.07431495686
603	0.07416178757
604	0.07401022632
605	0.07389437412
606	0.07373155307
607	0.07359653938
608	0.07343051323
609	0.07327617623
610	0.07315967798
611	0.07298847019
612	0.07282605611
613	0.07268656915
614	0.07254532777
615	0.07243911695
616	0.07226765931
617	0.07225885049
618	0.07210293607
619	0.07194670856
620	0.07179842284
621	0.07166883038
622	0.07151840957
623	0.07139689825
624	0.07126144069
625	0.07112378536
626	0.07098248623
627	0.07086874004
628	0.07070265785
629	0.07054594564
630	0.07041400907
631	0.07027787326
632	0.07013663164
633	0.07000495587
634	0.06985379187
635	0.06974680478
636	0.06959092057
637	0.06947763823
638	0.06938650691
639	0.06927323219
640	0.06914333701
641	0.0690150272
642	0.06889275449
643	0.06876522312
644	0.06863915566
645	0.06853175973
646	0.06837758555
647	0.06822624332
648	0.06808953818
649	0.06795080729
650	0.06783730585
651	0.06769786669
652	0.0675611055
653	0.06744259807
654	0.06730251846
655	0.06717302163
656	0.06706076675
657	0.06693331822
658	0.06681403311
659	0.06669490177
660	0.06657155102
661	0.06645286953
662	0.06633247234
663	0.06623090841
664	0.06611690848
665	0.06600375726
666	0.06587358804
667	0.06573594151
668	0.06560594197
669	0.06547566711
670	0.06534300059
671	0.06521852967
672	0.06508898593
673	0.06494885366
674	0.06483526421
675	0.06470716857
676	0.06460576149
677	0.0644865636
678	0.06436554543
679	0.06425338659
680	0.06413194251
681	0.06402429196
682	0.06390991028
683	0.06379097113
684	0.06367774689
685	0.06357282761
686	0.06343778459
687	0.06333314014
688	0.06320908351
689	0.06310190295
690	0.06298497009
691	0.06286512676
692	0.06274899518
693	0.06262879141
694	0.0625144338
695	0.06239544465
696	0.06227667307
697	0.06216476118
698	0.06204674455
699	0.06193760982
700	0.06183044961
701	0.06170844508
702	0.06158589188
703	0.0614845066
704	0.06136551933
705	0.06124809299
706	0.0611556485
707	0.06105233334
708	0.06092844342
709	0.06081177219
710	0.06071568144
711	0.06061225622
712	0.06051898831
713	0.06041866984
714	0.06031040692
715	0.06021813522
716	0.06010739813
717	0.06000130862
718	0.05988999678
719	0.05978820297
720	0.05968191213
721	0.05958723791
722	0.05948785782
723	0.05938995634
724	0.05928068724
725	0.05918384557
726	0.05907345507
727	0.05898247503
728	0.05887824566
729	0.05879733556
730	0.05871931158
731	0.0586295592
732	0.05852233226
733	0.05841658249
734	0.05832577427
735	0.05822921687
736	0.05812957108
737	0.05803381287
738	0.05793688268
739	0.05782615649
740	0.05771517493
741	0.05763731985
742	0.05754399374
743	0.05744893469
744	0.0573415368
745	0.05725923858
746	0.05717793134
747	0.05708731653
748	0.05700237775
749	0.05690971738
750	0.05681238532
751	0.05672410954
752	0.05662192916
753	0.05653803433
754	0.05643798079
755	0.05636190857
756	0.0562840144
757	0.05619388737
758	0.05609608718
759	0.05601276851
760	0.0559203531
761	0.05582400701
762	0.05573352323
763	0.05563469142
764	0.05554021257
765	0.05545500059
766	0.05536386869
767	0.05526580737
768	0.0551838036
769	0.05509670282
770	0.05500348514
771	0.05492819857
772	0.0548186203
773	0.05473477417
774	0.05464732767
775	0.05455636824
776	0.05446856387
777	0.05439691345
778	0.0542994359
779	0.05420428342
780	0.05412540881
781	0.05402575221
782	0.0539266663
783	0.0538310218
784	0.05373969124
785	0.05364126191
786	0.05356515537
787	0.05348214796
788	0.05339728609
789	0.0533083605
790	0.05321639337
791	0.05313603217
792	0.05305017154
793	0.05297125069
794	0.05289124972
795	0.05281266659
796	0.05271713181
797	0.05264026696
798	0.0525570121
799	0.05246966056
800	0.05237783533
801	0.05228821106
802	0.05219935412
803	0.05211579132
804	0.05204136308
805	0.05197318563
806	0.05188557151
807	0.05180356988
808	0.05172112624
809	0.05164509211
810	0.05155293098
811	0.05147480094
812	0.05139161493
813	0.05132969167
814	0.05124281114
815	0.05115282951
816	0.05108727078
817	0.05100293404
818	0.05092634952
819	0.05084854859
820	0.05077283318
821	0.05069475564
822	0.05061322089
823	0.05052312063
824	0.05044354033
825	0.05038113125
826	0.05030765569
827	0.05023098839
828	0.05015663912
829	0.05007588605
830	0.04999935137
831	0.0499156563
832	0.04983368159
833	0.04975569516
834	0.04967288912
835	0.04958660367
836	0.04951907385
837	0.04944273209
838	0.04937561423
839	0.04930541525
840	0.04921974237
841	0.04913583
842	0.0490675192
843	0.0489855726
844	0.04890585817
845	0.04883891912
846	0.04876616104
847	0.0486899602
848	0.04861090157
849	0.04853909089
850	0.04846178605
851	0.04838772687
852	0.04831958406
853	0.04823878069
854	0.04816272203
855	0.04809114152
856	0.04802212055
857	0.0479477297
858	0.04786918952
859	0.04780430146
860	0.04773082119
861	0.04766007934
862	0.04758620067
863	0.04751491167
864	0.04744478877
865	0.04738278023
866	0.04730193985
867	0.04723711496
868	0.04716585991
869	0.04709546391
870	0.04703065657
871	0.04696054279
872	0.0468923475
873	0.04681822438
874	0.04675027353
